           1           1           1
           1           1           2
           1           1           4
           1           1           3
           1           1           5
           1           1           6
           1           1           8
           1           1           7
           2           1           1
           2           2           1
           2           4           1
           2           3           1
           2           5           1
           2           6           1
           2           8           1
           2           7           1
           2           1           2
           2           2           2
           2           3           2
           2           1           4
           2           1           5
           2           2           5
           2           3           5
           2           4           5
           2           5           2
           2           6           2
           2           7           2
           2           5           4
           2           1           3
           2           1           6
           2           2           6
           2           3           6
           2           1           8
           2           5           3
           2           1           7
           3           1           1
           3           2           1
           3           4           1
           3           3           1
           3           5           1
           3           6           1
           3           8           1
           3           7           1
           3           9           1
           3          16           1
           3          23           1
           3          11           1
           3          12           1
           3          19           1
           3          26           1
           3          33           1
           3          37           1
           3          44           1
           3          51           1
           3          39           1
           3          10           1
           3          13           1
           3          20           1
           3          27           1
           3          15           1
           3          38           1
           3          14           1
           3           1           2
           3           9           2
           3          10           2
           3           1           4
           3           1           5
           3           9           5
           3          10           5
           3          11           5
           3          12           2
           3          13           2
           3          14           2
           3          12           4
           3           2           2
           3          16           2
           3           2           4
           3           2           5
           3          16           5
           3          19           2
           3          20           2
           3          19           4
           3           3           2
           3          23           2
           3           3           4
           3           3           5
           3          23           5
           3          26           2
           3          27           2
           3          26           4
           3           4           2
           3           4           4
           3           4           5
           3          33           2
           3          33           4
           3           5           2
           3          37           2
           3          38           2
           3           5           4
           3           5           5
           3          37           5
           3          38           5
           3          39           5
           3           6           2
           3          44           2
           3           6           4
           3           6           5
           3          44           5
           3           7           2
           3          51           2
           3           7           4
           3           7           5
           3          51           5
           3           8           2
           3           8           4
           3           8           5
           3           1           3
           3           1           6
           3           9           6
           3          10           6
           3           1           8
           3          12           3
           3           2           3
           3           2           6
           3          16           6
           3           2           8
           3          19           3
           3           3           3
           3           3           6
           3          23           6
           3           3           8
           3          26           3
           3           4           3
           3           4           6
           3           4           8
           3          33           3
           3           5           3
           3           5           6
           3          37           6
           3          38           6
           3           5           8
           3           6           3
           3           6           6
           3          44           6
           3           6           8
           3           7           3
           3           7           6
           3          51           6
           3           7           8
           3           8           3
           3           8           6
           3           8           8
           3           1           7
           3           2           7
           3           3           7
           3           4           7
           3           5           7
           3           6           7
           3           7           7
           3           8           7
           4           1           1
           4           2           1
           4           4           1
           4           3           1
           4           5           1
           4           6           1
           4           8           1
           4           7           1
           4           9           1
           4          16           1
           4          23           1
           4          11           1
           4          12           1
           4          19           1
           4          26           1
           4          33           1
           4          37           1
           4          44           1
           4          51           1
           4          39           1
           4          10           1
           4          13           1
           4          20           1
           4          27           1
           4          15           1
           4          38           1
           4          14           1
           4          65           1
           4         121           1
           4         128           1
           4          67           1
           4          68           1
           4         124           1
           4         131           1
           4         138           1
           4         142           1
           4         149           1
           4         156           1
           4         144           1
           4          72           1
           4         170           1
           4          74           1
           4          75           1
           4         173           1
           4         191           1
           4         198           1
           4         193           1
           4          79           1
           4         219           1
           4          81           1
           4          82           1
           4         222           1
           4         240           1
           4         247           1
           4         242           1
           4          86           1
           4          88           1
           4          89           1
           4         289           1
           4         291           1
           4          93           1
           4         317           1
           4         324           1
           4          95           1
           4          96           1
           4         320           1
           4         327           1
           4         334           1
           4         100           1
           4         366           1
           4         102           1
           4         103           1
           4         369           1
           4         107           1
           4         415           1
           4         109           1
           4         110           1
           4         418           1
           4         114           1
           4         116           1
           4         117           1
           4          66           1
           4          69           1
           4         125           1
           4         132           1
           4          71           1
           4         143           1
           4          73           1
           4          76           1
           4         174           1
           4          78           1
           4         192           1
           4          80           1
           4          83           1
           4         223           1
           4          85           1
           4         241           1
           4          87           1
           4          90           1
           4          92           1
           4         290           1
           4          94           1
           4          97           1
           4         321           1
           4         328           1
           4          99           1
           4         101           1
           4         104           1
           4         370           1
           4         106           1
           4         108           1
           4         111           1
           4         419           1
           4         113           1
           4         115           1
           4         118           1
           4         120           1
           4          70           1
           4          77           1
           4          84           1
           4          91           1
           4          98           1
           4         105           1
           4         112           1
           4         119           1
           4           1           2
           4          65           2
           4          66           2
           4           1           4
           4           1           5
           4          65           5
           4          66           5
           4          67           5
           4          68           2
           4          69           2
           4          70           2
           4          68           4
           4           2           2
           4          72           2
           4          73           2
           4           2           4
           4           2           5
           4          72           5
           4          73           5
           4          74           5
           4          75           2
           4          76           2
           4          77           2
           4          75           4
           4           3           2
           4          79           2
           4          80           2
           4           3           4
           4           3           5
           4          79           5
           4          80           5
           4          81           5
           4          82           2
           4          83           2
           4          84           2
           4          82           4
           4           4           2
           4          86           2
           4          87           2
           4           4           4
           4           4           5
           4          86           5
           4          87           5
           4          88           5
           4          89           2
           4          90           2
           4          91           2
           4          89           4
           4           5           2
           4          93           2
           4          94           2
           4           5           4
           4           5           5
           4          93           5
           4          94           5
           4          95           5
           4          96           2
           4          97           2
           4          98           2
           4          96           4
           4           6           2
           4         100           2
           4         101           2
           4           6           4
           4           6           5
           4         100           5
           4         101           5
           4         102           5
           4         103           2
           4         104           2
           4         105           2
           4         103           4
           4           7           2
           4         107           2
           4         108           2
           4           7           4
           4           7           5
           4         107           5
           4         108           5
           4         109           5
           4         110           2
           4         111           2
           4         112           2
           4         110           4
           4           8           2
           4         114           2
           4         115           2
           4           8           4
           4           8           5
           4         114           5
           4         115           5
           4         116           5
           4         117           2
           4         118           2
           4         119           2
           4         117           4
           4           9           2
           4         121           2
           4           9           4
           4           9           5
           4         121           5
           4         124           2
           4         125           2
           4         124           4
           4          10           2
           4         128           2
           4          10           4
           4          10           5
           4         128           5
           4         131           2
           4         132           2
           4         131           4
           4          11           2
           4          11           4
           4          11           5
           4         138           2
           4         138           4
           4          12           2
           4         142           2
           4         143           2
           4          12           4
           4          12           5
           4         142           5
           4         143           5
           4         144           5
           4          13           2
           4         149           2
           4          13           4
           4          13           5
           4         149           5
           4          14           2
           4         156           2
           4          14           4
           4          14           5
           4         156           5
           4          15           2
           4          15           4
           4          15           5
           4          16           2
           4         170           2
           4          16           4
           4          16           5
           4         170           5
           4         173           2
           4         174           2
           4         173           4
           4         177           2
           4          17           4
           4         181           2
           4         180           4
           4          18           2
           4         187           2
           4          19           2
           4         191           2
           4         192           2
           4          19           4
           4          19           5
           4         191           5
           4         192           5
           4         193           5
           4          20           2
           4         198           2
           4          20           4
           4          20           5
           4         198           5
           4         205           2
           4          21           4
           4          22           2
           4          23           2
           4         219           2
           4          23           4
           4          23           5
           4         219           5
           4         222           2
           4         223           2
           4         222           4
           4         226           2
           4          24           4
           4         230           2
           4         229           4
           4          25           2
           4         236           2
           4          26           2
           4         240           2
           4         241           2
           4          26           4
           4          26           5
           4         240           5
           4         241           5
           4         242           5
           4          27           2
           4         247           2
           4          27           4
           4          27           5
           4         247           5
           4         254           2
           4          28           4
           4          29           2
           4         268           2
           4          30           4
           4         272           2
           4         271           4
           4         275           2
           4         279           2
           4          32           2
           4         285           2
           4          33           2
           4         289           2
           4         290           2
           4          33           4
           4          33           5
           4         289           5
           4         290           5
           4         291           5
           4         296           2
           4          34           4
           4         303           2
           4          36           2
           4          37           2
           4         317           2
           4          37           4
           4          37           5
           4         317           5
           4         320           2
           4         321           2
           4         320           4
           4          38           2
           4         324           2
           4          38           4
           4          38           5
           4         324           5
           4         327           2
           4         328           2
           4         327           4
           4          39           2
           4          39           4
           4          39           5
           4         334           2
           4         334           4
           4          40           5
           4         338           5
           4         339           5
           4         340           5
           4          41           5
           4         345           5
           4          42           5
           4         352           5
           4          43           5
           4          44           2
           4         366           2
           4          44           4
           4          44           5
           4         366           5
           4         369           2
           4         370           2
           4         369           4
           4         373           2
           4          45           4
           4         377           2
           4         376           4
           4          46           2
           4         383           2
           4          47           5
           4         387           5
           4         388           5
           4         389           5
           4          48           5
           4         394           5
           4          51           2
           4         415           2
           4          51           4
           4          51           5
           4         415           5
           4         418           2
           4         419           2
           4         418           4
           4         422           2
           4          52           4
           4         426           2
           4         425           4
           4          53           2
           4         432           2
           4          54           5
           4         436           5
           4         437           5
           4         438           5
           4          55           5
           4         443           5
           4         464           2
           4          58           4
           4         468           2
           4         467           4
           4         471           2
           4         475           2
           4          60           2
           4         481           2
           4          61           5
           4         485           5
           4         486           5
           4         487           5
           4           1           3
           4           1           6
           4          65           6
           4          66           6
           4           1           8
           4          68           3
           4           2           3
           4           2           6
           4          72           6
           4          73           6
           4           2           8
           4          75           3
           4           3           3
           4           3           6
           4          79           6
           4          80           6
           4           3           8
           4          82           3
           4           4           3
           4           4           6
           4          86           6
           4          87           6
           4           4           8
           4          89           3
           4           5           3
           4           5           6
           4          93           6
           4          94           6
           4           5           8
           4          96           3
           4           6           3
           4           6           6
           4         100           6
           4         101           6
           4           6           8
           4         103           3
           4           7           3
           4           7           6
           4         107           6
           4         108           6
           4           7           8
           4         110           3
           4           8           3
           4           8           6
           4         114           6
           4         115           6
           4           8           8
           4         117           3
           4           9           3
           4           9           6
           4         121           6
           4           9           8
           4         124           3
           4          10           3
           4          10           6
           4         128           6
           4          10           8
           4         131           3
           4          11           3
           4          11           6
           4          11           8
           4         138           3
           4          12           3
           4          12           6
           4         142           6
           4         143           6
           4          12           8
           4          13           3
           4          13           6
           4         149           6
           4          13           8
           4          14           3
           4          14           6
           4         156           6
           4          14           8
           4          15           3
           4          15           6
           4          15           8
           4          16           3
           4          16           6
           4         170           6
           4          16           8
           4         173           3
           4          17           3
           4         177           6
           4          17           8
           4         180           3
           4          18           3
           4          18           6
           4         187           3
           4          19           3
           4          19           6
           4         191           6
           4         192           6
           4          19           8
           4          20           3
           4          20           6
           4         198           6
           4          20           8
           4          21           3
           4         205           6
           4          21           8
           4          22           3
           4          22           6
           4          23           3
           4          23           6
           4         219           6
           4          23           8
           4         222           3
           4          24           3
           4         226           6
           4          24           8
           4         229           3
           4          25           3
           4          25           6
           4         236           3
           4          26           3
           4          26           6
           4         240           6
           4         241           6
           4          26           8
           4          27           3
           4          27           6
           4         247           6
           4          27           8
           4          28           3
           4         254           6
           4          28           8
           4          29           3
           4          29           6
           4          30           3
           4         268           6
           4          30           8
           4         271           3
           4          31           3
           4         275           6
           4         278           3
           4          32           3
           4          32           6
           4         285           3
           4          33           3
           4          33           6
           4         289           6
           4         290           6
           4          33           8
           4          34           3
           4         296           6
           4          34           8
           4          35           3
           4         303           6
           4          36           3
           4          36           6
           4          37           3
           4          37           6
           4         317           6
           4          37           8
           4         320           3
           4          38           3
           4          38           6
           4         324           6
           4          38           8
           4         327           3
           4          39           3
           4          39           6
           4          39           8
           4         334           3
           4          40           6
           4         338           6
           4         339           6
           4          40           8
           4          41           6
           4         345           6
           4          41           8
           4          42           6
           4         352           6
           4          42           8
           4          43           6
           4          43           8
           4          44           3
           4          44           6
           4         366           6
           4          44           8
           4         369           3
           4          45           3
           4         373           6
           4          45           8
           4         376           3
           4          46           3
           4          46           6
           4         383           3
           4          47           6
           4         387           6
           4         388           6
           4          47           8
           4          48           6
           4         394           6
           4          48           8
           4         401           6
           4          49           8
           4          50           6
           4          51           3
           4          51           6
           4         415           6
           4          51           8
           4         418           3
           4          52           3
           4         422           6
           4          52           8
           4         425           3
           4          53           3
           4          53           6
           4         432           3
           4          54           6
           4         436           6
           4         437           6
           4          54           8
           4          55           6
           4         443           6
           4          55           8
           4         450           6
           4          56           8
           4          57           6
           4          58           3
           4         464           6
           4          58           8
           4         467           3
           4          59           3
           4         471           6
           4         474           3
           4          60           3
           4          60           6
           4         481           3
           4          61           6
           4         485           6
           4         486           6
           4          61           8
           4         492           6
           4          62           8
           4         499           6
           4          64           6
           4           1           7
           4           2           7
           4           3           7
           4           4           7
           4           5           7
           4           6           7
           4           7           7
           4           8           7
           4           9           7
           4          10           7
           4          11           7
           4          12           7
           4          13           7
           4          14           7
           4          15           7
           4          16           7
           4          17           7
           4          18           7
           4          19           7
           4          20           7
           4          21           7
           4          22           7
           4          23           7
           4          24           7
           4          25           7
           4          26           7
           4          27           7
           4          28           7
           4          29           7
           4          30           7
           4          31           7
           4          32           7
           4          33           7
           4          34           7
           4          35           7
           4          36           7
           4          37           7
           4          38           7
           4          39           7
           4          40           7
           4          41           7
           4          42           7
           4          43           7
           4          44           7
           4          45           7
           4          46           7
           4          47           7
           4          48           7
           4          49           7
           4          50           7
           4          51           7
           4          52           7
           4          53           7
           4          54           7
           4          55           7
           4          56           7
           4          57           7
           4          58           7
           4          59           7
           4          60           7
           4          61           7
           4          62           7
           4          63           7
           4          64           7
           5           1           1
           5           2           1
           5           4           1
           5           3           1
           5           5           1
           5           6           1
           5           8           1
           5           7           1
           5           9           1
           5          16           1
           5          23           1
           5          11           1
           5          12           1
           5          19           1
           5          26           1
           5          33           1
           5          37           1
           5          44           1
           5          51           1
           5          39           1
           5          10           1
           5          13           1
           5          20           1
           5          27           1
           5          15           1
           5          38           1
           5          14           1
           5          65           1
           5         121           1
           5         128           1
           5          67           1
           5          68           1
           5         124           1
           5         131           1
           5         138           1
           5         142           1
           5         149           1
           5         156           1
           5         144           1
           5          72           1
           5         170           1
           5          74           1
           5          75           1
           5         173           1
           5         191           1
           5         198           1
           5         193           1
           5          79           1
           5         219           1
           5          81           1
           5          82           1
           5         222           1
           5         240           1
           5         247           1
           5         242           1
           5          86           1
           5          88           1
           5          89           1
           5         289           1
           5         291           1
           5          93           1
           5         317           1
           5         324           1
           5          95           1
           5          96           1
           5         320           1
           5         327           1
           5         334           1
           5         100           1
           5         366           1
           5         102           1
           5         103           1
           5         369           1
           5         107           1
           5         415           1
           5         109           1
           5         110           1
           5         418           1
           5         114           1
           5         116           1
           5         117           1
           5          66           1
           5          69           1
           5         125           1
           5         132           1
           5          71           1
           5         143           1
           5          73           1
           5          76           1
           5         174           1
           5          78           1
           5         192           1
           5          80           1
           5          83           1
           5         223           1
           5          85           1
           5         241           1
           5          87           1
           5          90           1
           5          92           1
           5         290           1
           5          94           1
           5          97           1
           5         321           1
           5         328           1
           5          99           1
           5         101           1
           5         104           1
           5         370           1
           5         106           1
           5         108           1
           5         111           1
           5         419           1
           5         113           1
           5         115           1
           5         118           1
           5         120           1
           5          70           1
           5          77           1
           5          84           1
           5          91           1
           5          98           1
           5         105           1
           5         112           1
           5         119           1
           5         513           1
           5         961           1
           5         968           1
           5         515           1
           5         516           1
           5         964           1
           5         971           1
           5         978           1
           5         982           1
           5         989           1
           5         996           1
           5         984           1
           5         520           1
           5        1010           1
           5        1017           1
           5         522           1
           5         523           1
           5        1013           1
           5        1020           1
           5        1027           1
           5        1031           1
           5        1038           1
           5        1045           1
           5        1033           1
           5         527           1
           5        1059           1
           5        1066           1
           5         529           1
           5         530           1
           5        1062           1
           5        1069           1
           5        1076           1
           5        1080           1
           5        1087           1
           5        1094           1
           5        1082           1
           5         534           1
           5        1108           1
           5        1115           1
           5         536           1
           5         537           1
           5        1111           1
           5        1118           1
           5        1125           1
           5        1129           1
           5        1136           1
           5        1143           1
           5        1131           1
           5         541           1
           5        1157           1
           5        1164           1
           5         543           1
           5         544           1
           5        1160           1
           5        1167           1
           5        1174           1
           5        1178           1
           5        1185           1
           5        1192           1
           5        1180           1
           5         548           1
           5        1206           1
           5        1213           1
           5         550           1
           5         551           1
           5        1209           1
           5        1216           1
           5        1223           1
           5        1227           1
           5        1234           1
           5        1241           1
           5        1229           1
           5         555           1
           5        1255           1
           5        1262           1
           5         557           1
           5         558           1
           5        1258           1
           5        1265           1
           5        1272           1
           5        1276           1
           5        1283           1
           5        1290           1
           5        1278           1
           5         562           1
           5        1304           1
           5        1311           1
           5         564           1
           5         565           1
           5        1307           1
           5        1314           1
           5        1321           1
           5        1325           1
           5        1332           1
           5        1339           1
           5        1327           1
           5         569           1
           5        1353           1
           5         571           1
           5         572           1
           5        1356           1
           5        1374           1
           5        1381           1
           5        1376           1
           5         576           1
           5        1402           1
           5         578           1
           5         579           1
           5        1405           1
           5        1423           1
           5        1430           1
           5        1425           1
           5         583           1
           5         585           1
           5         586           1
           5        1472           1
           5        1474           1
           5         590           1
           5        1500           1
           5        1507           1
           5         592           1
           5         593           1
           5        1503           1
           5        1510           1
           5        1517           1
           5         597           1
           5        1549           1
           5         599           1
           5         600           1
